id_str,favorite_count,retweet_count,text
101,870374049280663552,78508,24524,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental s… https://t.co/6SWu4xkvDk
102,856330835276025856,0,646,RT @Jenna_Marbles: @dog_rates Thanks for rating my cermets 14/10 wow I'm so proud I watered them so much
103,855860136149123072,4771,938,"@s8n You tried very hard to portray this good boy as not so good, but you have ultimately failed. His goodness shines through. 666/10"
104,864197398364647424,28612,8316,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr
105,868880397819494400,62017,13424,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF
106,867051520902168576,30634,7358,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. T… https://t.co/Qk5Xvus2gJ"
107,855851453814013952,44375,17330,Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the p… https://t.co/ZM2gNEODrZ
108,872620804844003328,19529,3354,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9
109,862457590147678208,19563,4648,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and… https://t.co/5DPDPGiFMr"
110,866450705531457536,116310,32928,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr"
111,866094527597207552,0,7842,"RT @dog_rates: Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK…"
112,858843525470990336,15010,3318,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 wou… https://t.co/A1s7QG7tqa
113,860924035999428608,0,758,RT @tallylott: h*ckin adorable promposal. 13/10 @dog_rates https://t.co/6n8hzNihJ9
114,866720684873056256,19054,4481,He was providing for his family 13/10 how dare you https://t.co/Q8mVwWN3f4
115,863427515083354112,2103,89,"@Jack_Septic_Eye I'd need a few more pics to polish a full analysis, but based on the good boy content above I'm leaning towards 12/10"
116,863553081350529024,14584,3935,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop
117,863907417377173504,19667,3887,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*… https://t.co/U6bao5cpeB
118,854482394044301312,28524,6641,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 https://t.co/AL4Ahm1Rm5
119,869227993411051520,19352,3513,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 wou… https://t.co/2lERR4Uoyt
120,859196978902773760,86439,28629,We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you… https://t.co/r6huxnDPOZ
121,864279568663928832,13900,2837,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anythin… https://t.co/286ea8nY0m
122,869772420881756160,40291,9389,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D"
123,860184849394610176,16016,5540,"Here we have perhaps the wisest dog of all. Above average with light sabers. Immortal as h*ck. 14/10 dog, or dog no… https://t.co/R2eI8bm9MI"
124,854732716440526848,22131,5854,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af https://t.co/nJztIEON5s
125,859074603037188096,32530,12956,Here we have an exotic dog. Good at ukulele. Fashionable af. Has two more arms if needed. Is blue. Knows what 'ohan… https://t.co/lAySVN8EBp
126,864873206498414592,30767,8148,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/… https://t.co/0ryaeQJlsv
127,858107933456039936,15179,2769,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12… https://t.co/MmuKBs0kYD
128,862096992088072192,71070,21827,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd
129,856288084350160896,496,15,@xianmcguire @Jenna_Marbles Kardashians wouldn't be famous if as a society we didn't place enormous value on what t… https://t.co/ax4MDnXBhB
130,857393404942143488,5678,1571,"Instead of the usual nightly dog rate, I'm sharing this story with you. Meeko is 13/10 and would like your help… https://t.co/n4Zydf45bT"
131,863471782782697472,0,2286,"RT @dog_rates: Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://…"
132,863432100342583296,22714,4938,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything… https://t.co/8yDrJVW4V6
133,860563773140209664,7181,2029,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below… https://t.co/xml5aIGWxv"
134,870656317836468224,11680,2449,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here:… https://t.co/EHTUbra0oP"
135,870308999962521600,20733,3849,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop with… https://t.co/LR0TT56LvT"
136,863079547188785152,8389,1047,"Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo, but he never changed his love for the… https://t.co/zghdwwB2nL"
137,870063196459192320,34565,7703,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenien… https://t.co/pf6BEpgCfo
138,855818117272018944,25878,5222,I HEARD HE TIED HIS OWN BOWTIE MARK AND HE JUST WANTS TO SAY HI AND MAYBE A NOGGIN PAT SHOW SOME RESPECT 13/10 https://t.co/5BEjzT2Tth
139,865718153858494464,24427,5266,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 ext… https://t.co/EzSWgvFLSD"
140,871762521631449088,19083,3223,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs p… https://t.co/NxsjNYcUBx
141,861383897657036800,34546,10113,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1
142,871102520638267392,19767,5103,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH
143,870804317367881728,31803,5722,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a… https://t.co/oZ7H2eO79W
144,871166179821445120,0,5282,RT @dog_rates: This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/X…
145,857263160327368704,19368,4318,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem… https://t.co/HtCrP7pEEC
146,860981674716409856,0,2029,"RT @dog_rates: Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

https://t…"
147,859851578198683648,14816,3332,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 en… https://t.co/748iOtO7w3
148,869702957897576448,26750,5860,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave unti… https://t.co/RjBqu7O8Yw
149,867774946302451712,32262,6856,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa
150,857989990357356544,15506,2479,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way… https://t.co/hM3GxwdhBn
151,856526610513747968,11486,1799,"THIS IS CHARLIE, MARK. HE DID JUST WANT TO SAY HI AFTER ALL. PUPGRADED TO A 14/10. WOULD BE AN HONOR TO FLY WITH https://t.co/p1hBHCmWnA"
152,863062471531167744,8085,2286,Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help… https://t.co/G471HWPXet
153,855138241867124736,0,43,RT @frasercampbell_: oh my... what's that... beautiful scarf around your neck... 14/10 a h*ckin good dog in a h*ckin good game @GoodDogsGam…
154,856543823941562368,15794,2766,This is Callie. She'll be your navigator today. Takes her job very seriously. Will shift for you. One ear always in… https://t.co/jHtBq0zSwB
155,871032628920680448,21486,3538,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/1… https://t.co/ESmXMT4AxF"
156,866686824827068416,18347,3265,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would pu… https://t.co/PSJxrMtzCu
157,855857698524602368,11511,2028,"HE'S LIKE ""WAIT A MINUTE I'M AN ANIMAL THIS IS AMAZING HI HUMAN I LOVE YOU AS WELL"" 13/10 https://t.co/sb73bV5Y7S"
158,871879754684805120,35469,10131,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supuppor… https://t.co/vgvqHeVsE0
159,855459453768019968,28965,7917,"Guys, we only rate dogs. This is quite clearly a bulbasaur. Please only send dogs. Thank you... 12/10 human used pe… https://t.co/K3WzI8R77F"
160,857029823797047296,18201,3811,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu
161,869596645499047936,15123,2904,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 1… https://t.co/8UTtgmsPdl
162,872820683541237760,13894,3423,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase dail… https://t.co/M15eX8HhsR"
163,865006731092295680,26712,7216,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurcha… https://t.co/PkOCMFCY5U
164,862831371563274240,18356,4852,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen,… https://t.co/bLy0kgX5n6"
165,871515927908634624,19044,3213,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good wit… https://t.co/1HZLp9TE6u
166,859607811541651456,17895,1485,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is… https://t.co/GL6vzAbHrv
167,856282028240666624,26876,6038,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 f… https://t.co/tK2h7fEVOk"
168,868552278524837888,9565,1935,Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help… https://t.co/0xI8JbHfLa
169,855862651834028032,326,25,@dhmontgomery We also gave snoop dogg a 420/10 but I think that predated your research
170,861005113778896896,16001,3608,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6
171,866334964761202688,49890,13341,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c
172,854120357044912128,31186,7224,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many… https://t.co/lXqbJhAYAk
173,862722525377298432,16354,3337,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 w… https://t.co/RGMQzkgo9c"
174,857746408056729600,33050,10140,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would… https://t.co/N3p4ePizgN
175,857062103051644928,0,162,RT @AaronChewning: First time wearing my @dog_rates hat on a flight and I get DOUBLE OPEN ROWS. Really makes you think. 13/10 https://t.co/…
176,872486979161796608,38424,8329,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it toge… https://t.co/xFWhrdMuTh
177,861288531465048064,16452,3910,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWA… https://t.co/4LsQRyEp9j
178,860276583193509888,17634,3323,This is Jordy. He likes to go on adventures and watch the small scaly underwater dogs with fins pass him by. 12/10… https://t.co/k5d7pFQVxx
179,860524505164394496,22673,5031,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I
180,868622495443632128,25322,4935,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM
181,859924526012018688,18809,3890,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help cl… https://t.co/Tr1A1K5U9X
182,855245323840757760,0,5749,RT @dog_rates: Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug…
183,857214891891077120,216,17,@Marc_IRL pixelated af 12/10
184,867900495410671616,22986,3896,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank… https://t.co/DI5BnH6c3G"
185,865359393868664832,25226,4696,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a Ble… https://t.co/SOuLinJPxm
186,870726314365509632,114,3,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs
